Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1966,1.198,19724,34404191,0,"2023-2024, National. Race/Ethnicity: White, Non-Hispanic",18.5 - 20.9,1,5,20,1,1,1,1010520
National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2382,1.3783,19724,34436320,0,"2023-2024, National. Race/Ethnicity: White, Non-Hispanic",22.4 - 25.2,1,5,20,1,1,1,1010520
National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2537,1.5116,19724,34482777,0,"2023-2024, National. Race/Ethnicity: White, Non-Hispanic",23.9 - 26.9,1,5,20,1,1,1,1010520
National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3316,1.5135,19724,34512320,0,"2023-2024, National. Race/Ethnicity: White, Non-Hispanic",31.6 - 34.7,1,5,20,1,1,1,1010520
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1794,1.0383,18010,38284162,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",16.9 - 19.0,1,6,23,1,1,1,1010623
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2141,1.2523,18010,36643124,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",20.2 - 22.7,1,6,23,1,1,1,1010623
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2549,1.4192,18010,38346084,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",24.1 - 26.9,1,6,23,1,1,1,1010623
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2709,1.5377,18010,37597560,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",25.6 - 28.6,1,6,23,1,1,1,1010623
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3317,1.508,18010,38077061,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",31.7 - 34.7,1,6,23,1,1,1,1010623
National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3543,1.6406,18010,37026704,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",33.8 - 37.1,1,6,23,1,1,1,1010623
National,National,Urbanicity,Urban (MSA Principal City),4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.211,1.3371,12183,23923511,0,"2023-2024, National. Urbanicity: Urban MSA Principal City",19.8 - 22.4,1,6,24,1,1,1,1010624
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2586,3.2257,3286,2786628,0,"2023-2024, Region 1. Overall (6 months-17 years)",22.6 - 29.1,1,1,1,2,2,1,1020101
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2932,3.4518,3286,2814403,0,"2023-2024, Region 1. Overall (6 months-17 years)",25.9 - 32.8,1,1,1,2,2,1,1020101
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3047,3.6579,3286,2807040,0,"2023-2024, Region 1. Overall (6 months-17 years)",26.8 - 34.1,1,1,1,2,2,1,1020101
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4189,3.5449,3286,2814403,0,"2023-2024, Region 1. Overall (6 months-17 years)",38.3 - 45.4,1,1,1,2,2,1,1020101
Region 1,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.448,3.8411,3286,2813346,0,"2023-2024, Region 1. Overall (6 months-17 years)",41.0 - 48.6,1,1,1,2,2,1,1020101
Region 10,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.151,2.5143,1939,3044818,0,"2023-2024, Region 10. Overall (6 months-17 years)",12.6 - 17.6,1,1,1,11,2,1,1110101
Region 10,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1902,3.756,1939,3044818,0,"2023-2024, Region 10. Overall (6 months-17 years)",15.3 - 22.8,1,1,1,11,2,1,1110101
Region 10,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2218,3.8214,1939,3034143,0,"2023-2024, Region 10. Overall (6 months-17 years)",18.4 - 26.0,1,1,1,11,2,1,1110101
Region 2,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4096,3.7809,2530,5824569,0,"2023-2024, Region 2. Overall (6 months-17 years)",37.2 - 44.7,1,1,1,3,2,1,1030101
Region 2,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4111,3.5948,2530,5824569,0,"2023-2024, Region 2. Overall (6 months-17 years)",37.5 - 44.7,1,1,1,3,2,1,1030101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2246,2.2385,6159,6355558,0,"2023-2024, Region 3. Overall (6 months-17 years)",20.2 - 24.7,1,1,1,4,2,1,1040101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2497,2.3721,6159,6355558,0,"2023-2024, Region 3. Overall (6 months-17 years)",22.6 - 27.3,1,1,1,4,2,1,1040101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2993,2.9572,6159,6353429,0,"2023-2024, Region 3. Overall (6 months-17 years)",27.0 - 32.9,1,1,1,4,2,1,1040101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3377,3.7297,6159,6351721,0,"2023-2024, Region 3. Overall (6 months-17 years)",30.0 - 37.5,1,1,1,4,2,1,1040101
Region 3,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3994,2.6536,6159,6353406,0,"2023-2024, Region 3. Overall (6 months-17 years)",37.3 - 42.6,1,1,1,4,2,1,1040101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1827,1.956,4204,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",16.3 - 20.2,1,1,1,6,2,1,1060101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2127,2.2078,4204,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",19.1 - 23.5,1,1,1,6,2,1,1060101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.255,2.4308,4204,11198071,0,"2023-2024, Region 5. Overall (6 months-17 years)",23.1 - 27.9,1,1,1,6,2,1,1060101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2602,2.4715,4204,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",23.5 - 28.5,1,1,1,6,2,1,1060101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3229,2.5644,4204,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",29.7 - 34.9,1,1,1,6,2,1,1060101
Region 5,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3471,2.7816,4204,11216921,0,"2023-2024, Region 5. Overall (6 months-17 years)",31.9 - 37.5,1,1,1,6,2,1,1060101
Region 6,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1699,1.7107,4692,10357816,0,"2023-2024, Region 6. Overall (6 months-17 years)",15.3 - 18.7,1,1,1,7,2,1,1070101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2468,4.6031,1940,3147794,0,"2023-2024, Region 7. Overall (6 months-17 years)",20.1 - 29.3,1,1,1,8,2,1,1080101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3065,4.5485,1940,3174449,0,"2023-2024, Region 7. Overall (6 months-17 years)",26.1 - 35.2,1,1,1,8,2,1,1080101
Region 7,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.333,5.1666,1940,3174449,0,"2023-2024, Region 7. Overall (6 months-17 years)",28.1 - 38.5,1,1,1,8,2,1,1080101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1818,2.4313,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",15.7 - 20.6,1,1,1,9,2,1,1090101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2311,3.2467,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",19.9 - 26.4,1,1,1,9,2,1,1090101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2644,3.2021,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",23.2 - 29.6,1,1,1,9,2,1,1090101
Region 8,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2921,3.7521,3168,2838775,0,"2023-2024, Region 8. Overall (6 months-17 years)",25.5 - 33.0,1,1,1,9,2,1,1090101
Region 9,Region,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3695,3.8983,3282,10798893,0,"2023-2024, Region 9. Overall (6 months-17 years)",33.0 - 40.8,1,1,1,10,2,1,1100101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1613,3.86,652,2208598,0,"2023-2024, Alabama. Overall (6 months-17 years)",12.3 - 20.0,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1753,4.0513,652,1108134,0,"2023-2024, Alabama. Overall (6 months-17 years)",13.5 - 21.6,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.1829,3.8867,652,2395019,0,"2023-2024, Alabama. Overall (6 months-17 years)",14.4 - 22.2,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2012,4.7249,652,2794207,0,"2023-2024, Alabama. Overall (6 months-17 years)",15.4 - 24.8,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3117,6.3383,652,1844865,0,"2023-2024, Alabama. Overall (6 months-17 years)",24.8 - 37.5,1,1,1,12,3,1,1120101
Alabama,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3335,6.6597,652,1605383,0,"2023-2024, Alabama. Overall (6 months-17 years)",26.7 - 40.0,1,1,1,12,3,1,1120101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1904,3.4627,921,2694165,0,"2023-2024, Arizona. Overall (6 months-17 years)",15.6 - 22.5,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2638,6.2422,921,1901080,0,"2023-2024, Arizona. Overall (6 months-17 years)",20.1 - 32.6,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.2724,6.4699,921,1453915,0,"2023-2024, Arizona. Overall (6 months-17 years)",20.8 - 33.7,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3191,5.5792,921,2301033,0,"2023-2024, Arizona. Overall (6 months-17 years)",26.3 - 37.5,1,1,1,14,3,1,1140101
Arizona,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.32,5.5761,921,2104543,0,"2023-2024, Arizona. Overall (6 months-17 years)",26.4 - 37.6,1,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.1276,4.1055,420,920173,0,"2023-2024, Arkansas. Overall (6 months-17 years)",8.7 - 16.9,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.1312,4.092,420,1495014,0,"2023-2024, Arkansas. Overall (6 months-17 years)",9.0 - 17.2,1,1,1,15,3,1,1150101
Arkansas,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.1641,4.7289,420,964304,0,"2023-2024, Arkansas. Overall (6 months-17 years)",11.7 - 21.1,1,1,1,15,3,1,1150101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3819,5.1424,1031,7744053,0,"2023-2024, California. Overall (6 months-17 years)",33.0 - 43.3,1,1,1,16,3,1,1160101
California,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.4025,5.3126,1031,8022922,0,"2023-2024, California. Overall (6 months-17 years)",34.9 - 45.6,1,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2119,3.7138,780,1856144,0,"2023-2024, Colorado. Overall (6 months-17 years)",17.5 - 24.9,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.261,4.7608,780,1181229,0,"2023-2024, Colorado. Overall (6 months-17 years)",21.3 - 30.9,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.3011,4.9792,780,1533869,0,"2023-2024, Colorado. Overall (6 months-17 years)",25.1 - 35.1,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3294,5.8541,780,1344327,0,"2023-2024, Colorado. Overall (6 months-17 years)",27.1 - 38.8,1,1,1,17,3,1,1170101
Colorado,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.4185,5.759,780,1677579,0,"2023-2024, Colorado. Overall (6 months-17 years)",36.1 - 47.6,1,1,1,17,3,1,1170101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2297,5.0015,606,245778,0,"2023-2024, Delaware. Overall (6 months-17 years)",18.0 - 28.0,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 3,2023-10-14,2023-10-14,0.2821,7.799,606,271158,0,"2023-2024, Delaware. Overall (6 months-17 years)",20.4 - 36.0,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.3024,6.8267,606,281759,0,"2023-2024, Delaware. Overall (6 months-17 years)",23.4 - 37.1,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 5,2023-10-28,2023-10-28,0.3024,6.8267,606,224349,0,"2023-2024, Delaware. Overall (6 months-17 years)",23.4 - 37.1,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 1,2023-11-04,2023-11-04,0.3604,6.2289,606,104764,0,"2023-2024, Delaware. Overall (6 months-17 years)",29.8 - 42.3,1,1,1,19,3,1,1190101
Delaware,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,November Week 2,2023-11-11,2023-11-11,0.3993,6.8893,606,227744,0,"2023-2024, Delaware. Overall (6 months-17 years)",33.0 - 46.8,1,1,1,19,3,1,1190101
District of Columbia,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 2,2023-10-07,2023-10-07,0.2232,3.8758,892,504297,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",18.4 - 26.2,1,1,1,20,3,1,1200101
Florida,State,Overall,Overall,4-level vaccination and intent,Received a vaccination,2023-2024,October Week 4,2023-10-21,2023-10-21,0.2296,7.5204,578,1750247,0,"2023-2024, Florida. Overall (6 months-17 years)",15.4 - 30.5,1,1,1,21,3,1,1210101
